Id,Quantidade_Avaliações,Média_Avaliações,Avaliação_Máxima,Nome_Filme,Generos,Tags
6383,19,2.61,4.0,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller,
2402,19,2.66,4.5,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,
58025,18,3.0,4.5,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller,
108190,18,3.0,5.0,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,anti-intellectual bad writing dystopia new society plot holes predictable scifi unintelligent
540,18,2.67,4.0,Sliver (1993),Thriller,bad
533,18,2.89,4.0,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,
2530,18,2.78,5.0,Beneath the Planet of the Apes (1970),Action|Sci-Fi,
4639,18,2.58,4.5,America's Sweethearts (2001),Comedy|Romance,Hollywood movie business
2338,18,2.06,5.0,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,
4621,18,2.39,4.5,Look Who's Talking (1989),Comedy|Romance,babies
1359,18,2.86,5.0,Jingle All the Way (1996),Children|Comedy,
1920,18,2.83,4.0,Small Soldiers (1998),Animation|Children|Fantasy|War,
2088,18,2.5,4.0,Popeye (1980),Adventure|Comedy|Musical,
5151,18,3.0,4.5,40 Days and 40 Nights (2002),Comedy|Romance,
2505,18,2.94,4.0,8MM (1999),Drama|Mystery|Thriller,Nicolas Cage
3173,18,3.0,4.0,Any Given Sunday (1999),Drama,
8865,18,2.64,4.0,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,
5463,18,2.72,4.0,Reign of Fire (2002),Action|Adventure|Fantasy,
181,17,2.26,4.0,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,
267,17,2.94,5.0,Major Payne (1995),Comedy,
3646,17,2.18,4.0,Big Momma's House (2000),Comedy,
58293,17,2.71,4.0,"10,000 BC (2008)",Adventure|Romance|Thriller,
836,17,2.88,4.0,Chain Reaction (1996),Action|Adventure|Thriller,seen at the cinema
6564,17,2.65,4.5,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,adventure Angelina Jolie heroine in tight suit
7004,17,2.88,3.5,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller,
5419,17,2.85,5.0,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,
2412,17,1.94,3.0,Rocky V (1990),Action|Drama,boxing
1388,17,2.62,5.0,Jaws 2 (1978),Horror|Thriller,
8810,17,2.82,5.0,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,
6548,17,2.88,5.0,Bad Boys II (2003),Action|Comedy|Crime|Thriller,
5400,17,2.97,4.0,"Sum of All Fears, The (2002)",Drama|Thriller,
7163,17,2.91,4.5,Paycheck (2003),Action|Sci-Fi|Thriller,
234,17,2.59,4.0,Exit to Eden (1994),Comedy,
79,17,2.76,5.0,"Juror, The (1996)",Drama|Thriller,
3146,17,2.32,4.0,Deuce Bigalow: Male Gigolo (1999),Comedy,
239,17,3.0,4.5,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,
2808,17,2.21,5.0,Universal Soldier (1992),Action|Sci-Fi,
2416,16,2.91,4.0,Back to School (1986),Comedy,
1431,16,2.47,4.0,Beverly Hills Ninja (1997),Action|Comedy,
2643,16,1.69,3.0,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,
3821,16,2.28,4.5,Nutty Professor II: The Klumps (2000),Comedy,
2735,16,2.72,4.0,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,
111659,16,2.75,5.0,Maleficent (2014),Action|Adventure|Children|IMAX,
532,16,3.0,4.0,Serial Mom (1994),Comedy|Crime|Horror,
114180,16,2.94,4.5,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi,action dystopia plot holes post-apocalyptic survival thriller unexplained weak plot
2450,16,2.16,5.0,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,
4054,16,2.84,4.5,Save the Last Dance (2001),Drama|Romance,
1702,16,3.0,5.0,Flubber (1997),Children|Comedy|Fantasy,
1665,16,2.97,5.0,Bean (1997),Comedy,
1894,16,2.84,4.0,Six Days Seven Nights (1998),Adventure|Comedy|Romance,
415,16,2.53,4.0,Another Stakeout (1993),Comedy|Thriller,
2942,16,2.88,5.0,Flashdance (1983),Drama|Romance,
122,16,2.66,4.0,Boomerang (1992),Comedy|Romance,dating
136864,16,2.34,4.5,Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi,action batman ben affleck dark dc comics Gal Gadot superhero superman wonderwoman
1974,16,2.88,5.0,Friday the 13th (1980),Horror|Mystery|Thriller,
575,16,2.66,5.0,"Little Rascals, The (1994)",Children|Comedy,
2606,15,2.57,4.0,Idle Hands (1999),Comedy|Horror,
1030,15,2.77,4.0,Pete's Dragon (1977),Adventure|Animation|Children|Musical,Disney
2468,15,2.5,3.5,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,
2688,15,2.93,4.0,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,
2059,15,3.0,4.5,"Parent Trap, The (1998)",Children|Comedy|Romance,twins
1327,15,2.63,5.0,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,
3156,15,2.8,5.0,Bicentennial Man (1999),Drama|Romance|Sci-Fi,
839,15,2.83,5.0,"Crow: City of Angels, The (1996)",Action|Thriller,
3591,15,2.73,5.0,Mr. Mom (1983),Comedy|Drama,
3686,15,2.93,4.0,Flatliners (1990),Horror|Sci-Fi|Thriller,
59900,15,2.87,5.0,You Don't Mess with the Zohan (2008),Comedy,
5025,15,2.63,4.0,Orange County (2002),Comedy,
502,15,2.37,5.0,"Next Karate Kid, The (1994)",Action|Children|Romance,
2123,15,2.7,4.5,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,
2126,15,2.77,5.0,Snake Eyes (1998),Action|Crime|Mystery|Thriller,
79293,15,2.97,4.0,Salt (2010),Action|Thriller,
1515,15,2.1,3.0,Volcano (1997),Action|Drama|Thriller,
3258,15,2.87,5.0,Death Becomes Her (1992),Comedy|Fantasy,plastic surgery
3243,15,2.4,4.0,Encino Man (1992),Comedy,
1488,15,2.83,5.0,"Devil's Own, The (1997)",Action|Drama|Thriller,
2794,15,2.63,3.0,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,
20,15,2.5,4.0,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,
3113,15,2.7,4.0,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,
2533,15,3.0,5.0,Escape from the Planet of the Apes (1971),Action|Sci-Fi,
51086,14,2.93,4.0,"Number 23, The (2007)",Drama|Mystery|Thriller,
542,14,2.79,5.0,Son in Law (1993),Comedy|Drama|Romance,
60397,14,2.96,4.5,Mamma Mia! (2008),Comedy|Musical|Romance,
51412,14,2.82,4.5,Next (2007),Action|Sci-Fi|Thriller,
159,14,2.89,4.5,Clockers (1995),Crime|Drama|Mystery,
111360,14,2.82,4.0,Lucy (2014),Action|Sci-Fi,
3440,14,2.07,4.0,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,
84374,14,2.93,4.0,No Strings Attached (2011),Comedy|Romance,
7367,14,2.57,4.5,"Ladykillers, The (2004)",Comedy|Crime,
2901,14,2.89,5.0,Phantasm (1979),Horror|Sci-Fi,
2950,14,2.46,4.0,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,
8985,14,2.86,4.5,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,
8861,14,2.93,5.0,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,
1769,14,2.93,4.0,"Replacement Killers, The (1998)",Action|Crime|Thriller,
2136,14,2.46,5.0,"Nutty Professor, The (1963)",Comedy|Sci-Fi,
4974,14,2.57,4.0,Not Another Teen Movie (2001),Comedy,
2422,14,1.75,3.0,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,martial arts
4558,14,2.46,3.5,Twins (1988),Comedy,twins
2367,14,2.71,5.0,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,
45666,14,2.46,3.5,Nacho Libre (2006),Comedy,
4887,14,2.75,4.0,"One, The (2001)",Action|Sci-Fi|Thriller,
3248,14,1.89,4.0,Sister Act 2: Back in the Habit (1993),Comedy,
2995,14,2.43,3.5,House on Haunted Hill (1999),Horror|Thriller,
3999,14,2.61,4.0,Vertical Limit (2000),Action|Adventure,
69644,14,2.61,4.0,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,
47518,14,2.93,4.0,Accepted (2006),Comedy,
46965,14,2.64,5.0,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,
100,14,2.79,4.0,City Hall (1996),Drama|Thriller,
39446,13,2.81,4.5,Saw II (2005),Horror|Thriller,
8640,13,2.96,4.5,King Arthur (2004),Action|Adventure|Drama|War,
43928,13,1.92,3.5,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller,
15,13,3.0,5.0,Cutthroat Island (1995),Action|Adventure|Romance,
6550,13,2.96,4.5,Johnny English (2003),Action|Comedy|Thriller,
7318,13,2.62,5.0,"Passion of the Christ, The (2004)",Drama,religion
1833,13,3.0,4.0,Mercury Rising (1998),Action|Drama|Thriller,
8907,13,2.35,3.5,Shark Tale (2004),Animation|Children|Comedy,
1603,13,2.46,4.0,Mimic (1997),Horror|Sci-Fi|Thriller,
78105,13,2.88,4.0,Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,
1726,13,2.69,5.0,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,Kevin Costner Post apocalyptic
4679,13,2.88,4.0,Uncle Buck (1989),Comedy,
33836,13,2.27,3.0,Bewitched (2005),Comedy|Fantasy|Romance,
2334,13,2.81,4.0,"Siege, The (1998)",Action|Thriller,terrorism
2803,13,2.92,4.0,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,lawyers
3316,13,2.46,5.0,Reindeer Games (2000),Action|Thriller,
3439,13,2.69,4.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,
53993,13,2.54,4.5,Evan Almighty (2007),Comedy|Fantasy,
2719,13,2.12,3.0,"Haunting, The (1999)",Horror|Thriller,remake
996,13,2.5,4.0,Last Man Standing (1996),Action|Crime|Drama|Thriller,
4040,13,2.35,3.5,Don't Tell Mom the Babysitter's Dead (1991),Comedy,
4254,13,2.19,4.0,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,
3981,13,2.35,4.0,Red Planet (2000),Action|Sci-Fi|Thriller,
4020,13,2.92,4.0,"Gift, The (2000)",Thriller,
4214,13,2.88,4.0,Revenge of the Nerds (1984),Comedy,college
111364,13,2.62,4.0,Godzilla (2014),Action|Adventure|Sci-Fi|IMAX,Creature Feature
76175,13,2.31,4.0,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,
111743,12,2.96,4.0,A Million Ways to Die in the West (2014),Comedy|Western,Charlize Theron Liam Neeson Seth MacFarlane witty
2798,12,1.58,3.0,Problem Child (1990),Children|Comedy,
3270,12,2.79,4.0,"Cutting Edge, The (1992)",Comedy|Drama|Romance,figure skating
2713,12,2.67,4.0,Lake Placid (1999),Horror|Thriller,
2672,12,2.96,4.0,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,
71745,12,2.67,4.5,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,
3564,12,1.62,3.0,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,
842,12,2.54,5.0,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,
70293,12,2.96,4.5,Julie & Julia (2009),Comedy|Drama|Romance,
798,12,2.71,5.0,Daylight (1996),Action|Adventure|Drama|Thriller,
810,12,2.25,5.0,Kazaam (1996),Children|Comedy|Fantasy,
51077,12,2.25,3.5,Ghost Rider (2007),Action|Fantasy|Thriller,
49649,12,2.33,4.5,Eragon (2006),Action|Adventure|Fantasy,
4153,12,2.42,4.0,Down to Earth (2001),Comedy|Fantasy|Romance,
2532,12,2.79,5.0,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,
3997,12,1.83,3.0,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,
135536,12,2.92,4.0,Suicide Squad (2016),Action|Crime|Sci-Fi,Bad story Bad writing Batman Ben Affleck comic book dc comics good soundtrack Harley Quinn Harley Quinn's ass Horrible directing Jared Leto Joker lack of plot Margot Robbie Poor story poorly paced superhero visually appealing Will Smith
427,12,2.54,4.0,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,
445,12,3.0,4.0,Fatal Instinct (1993),Comedy,
8373,12,2.25,3.0,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,
1970,12,2.92,4.0,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,
1772,12,2.71,4.5,Blues Brothers 2000 (1998),Action|Comedy|Musical,
332,12,2.83,5.0,Village of the Damned (1995),Horror|Sci-Fi,
1459,12,2.67,4.0,Absolute Power (1997),Mystery|Thriller,
490,12,3.0,4.0,Malice (1993),Thriller,
2247,12,3.0,4.0,Married to the Mob (1988),Comedy,Mafia
4876,12,2.46,3.5,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller,
2379,12,2.46,5.0,Police Academy 2: Their First Assignment (1985),Comedy|Crime,
45081,12,2.96,5.0,Silent Hill (2006),Fantasy|Horror|Thriller,
44972,12,2.25,5.0,Scary Movie 4 (2006),Comedy|Horror,
405,12,2.42,3.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,
366,12,2.92,5.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,
1991,12,2.71,4.0,Child's Play (1988),Horror|Thriller,
2404,12,1.92,3.0,Rambo III (1988),Action|Adventure|Thriller|War,
34520,12,2.08,3.0,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy,
157,11,2.86,5.0,Canadian Bacon (1995),Comedy|War,
3268,11,1.77,3.0,Stop! Or My Mom Will Shoot (1992),Action|Comedy,
2827,11,2.27,3.5,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,aliens
742,11,2.82,4.0,Thinner (1996),Horror|Thriller,
3824,11,2.41,5.0,Autumn in New York (2000),Drama|Romance,
59725,11,2.41,3.5,Sex and the City (2008),Comedy|Romance,
3688,11,2.14,5.0,Porky's (1982),Comedy,
3388,11,2.55,5.0,Harry and the Hendersons (1987),Children|Comedy,
3004,11,2.55,4.5,"Bachelor, The (1999)",Comedy|Romance,
2796,11,2.59,4.0,Funny Farm (1988),Comedy,
694,11,2.95,4.0,"Substitute, The (1996)",Action|Crime|Drama,
66203,11,2.82,4.0,He's Just Not That Into You (2009),Comedy|Drama|Romance,
640,11,2.68,5.0,Diabolique (1996),Drama|Thriller,
4149,11,2.77,4.0,Saving Silverman (Evil Woman) (2001),Comedy|Romance,
46335,11,2.09,3.0,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller,
49274,11,2.68,5.0,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX,
93326,11,2.64,3.5,This Means War (2012),Action|Comedy|Romance,
110553,11,2.64,4.0,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX,
3784,11,2.59,5.0,"Kid, The (2000)",Comedy|Fantasy,
2122,11,2.45,4.0,Children of the Corn (1984),Horror|Thriller,Stephen King
45501,11,2.59,4.0,"Break-Up, The (2006)",Comedy|Drama|Romance,
4368,11,2.36,3.5,Dr. Dolittle 2 (2001),Comedy,
4340,11,2.14,3.0,"Animal, The (2001)",Comedy,
4291,11,2.73,5.0,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,
4386,11,2.82,4.0,Cats & Dogs (2001),Children|Comedy,
42011,11,2.18,3.0,Fun with Dick and Jane (2005),Comedy|Crime,
42723,11,2.86,5.0,Hostel (2005),Horror,
37727,11,2.86,4.0,Flightplan (2005),Action|Drama|Thriller,
4487,11,2.95,4.0,Cocktail (1988),Drama|Romance,
44840,11,2.77,4.0,"Benchwarmers, The (2006)",Comedy,
1379,11,3.0,5.0,Young Guns II (1990),Action|Western,
1342,11,2.5,4.0,Candyman (1992),Horror|Thriller,
5128,11,2.36,3.0,Queen of the Damned (2002),Fantasy|Horror,
489,11,2.86,3.0,Made in America (1993),Comedy,
5108,11,2.91,4.0,John Q (2002),Crime|Drama|Thriller,
2153,11,2.32,4.0,"Avengers, The (1998)",Action|Adventure,
87520,11,2.36,4.0,Transformers: Dark of the Moon (2011),Action|Adventure|Sci-Fi|War|IMAX,
83349,11,3.0,4.0,"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX,
6535,11,2.41,4.0,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,politics
6482,11,1.95,5.0,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,
6294,11,2.41,4.0,Bulletproof Monk (2003),Action|Adventure|Sci-Fi,
1474,11,2.14,4.0,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,jungle
7046,11,2.5,4.5,"Witches of Eastwick, The (1987)",Comedy|Fantasy|Horror|Thriller,
6793,11,1.77,4.0,Beethoven (1992),Children|Comedy|Drama,
1615,11,3.0,4.0,"Edge, The (1997)",Adventure|Drama,
605,10,3.0,4.5,One Fine Day (1996),Drama|Romance,
3484,10,2.75,5.0,"Skulls, The (2000)",Thriller,
7150,10,2.8,4.0,Stuck on You (2003),Comedy,
6958,10,2.5,3.5,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,
4255,10,2.2,4.0,Freddy Got Fingered (2001),Comedy,
7154,10,2.8,4.0,Mona Lisa Smile (2003),Drama|Romance,
4396,10,2.75,5.0,"Cannonball Run, The (1981)",Action|Comedy,race
2380,10,2.3,5.0,Police Academy 3: Back in Training (1986),Comedy|Crime,
47044,10,2.75,4.0,Miami Vice (2006),Action|Crime|Drama|Thriller,
258,10,2.6,4.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,
1007,10,2.6,3.5,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,
8977,10,2.2,3.5,Alexander (2004),Action|Adventure|Drama|War,
423,10,2.85,4.0,Blown Away (1994),Action|Thriller,
464,10,2.9,4.0,Hard Target (1993),Action|Adventure|Crime|Thriller,
6367,10,2.9,4.0,Down with Love (2003),Comedy|Romance,Ewan McGregor Renee Zellweger retro
91094,10,2.6,5.0,"Muppets, The (2011)",Children|Comedy|Musical,
1760,10,1.35,3.0,Spice World (1997),Comedy,
2517,10,2.95,4.0,Christine (1983),Horror,Stephen King
4228,10,2.15,3.0,Heartbreakers (2001),Comedy|Crime|Romance,
88785,10,2.85,4.0,"Change-Up, The (2011)",Comedy,
393,10,2.5,4.5,Street Fighter (1994),Action|Adventure|Fantasy,
87430,10,2.35,3.5,Green Lantern (2011),Action|Adventure|Sci-Fi,audience intelligence underestimated CGI cheesy comic book DC DC Comics Ryan Reynolds space superhero
8947,10,2.3,3.0,"Grudge, The (2004)",Horror|Mystery|Thriller,
2279,10,2.4,3.5,Urban Legend (1998),Horror|Thriller,
58156,10,2.9,3.5,Semi-Pro (2008),Comedy,
2296,10,2.1,4.0,"Night at the Roxbury, A (1998)",Comedy,SNL
78772,10,2.45,4.0,"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX,
37380,10,2.15,4.0,Doom (2005),Action|Horror|Sci-Fi,
5621,10,2.5,5.0,"Tuxedo, The (2002)",Action|Comedy,
4903,10,3.0,4.0,In the Bedroom (2001),Drama,
1969,10,2.35,4.0,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,
1541,10,2.7,4.0,Addicted to Love (1997),Comedy|Romance,
55232,10,2.95,3.5,Resident Evil: Extinction (2007),Action|Horror|Sci-Fi|Thriller,
2361,10,2.75,4.0,Pink Flamingos (1972),Comedy,
61250,10,2.5,4.0,"House Bunny, The (2008)",Comedy,
2793,10,2.3,3.5,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,
2772,10,2.85,5.0,Detroit Rock City (1999),Comedy,
3524,10,2.8,5.0,Arthur (1981),Comedy|Romance,
169,10,2.4,3.5,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,
2142,10,2.7,3.5,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,
5220,10,2.4,4.0,Showtime (2002),Action|Comedy,
174,10,2.7,5.0,Jury Duty (1995),Comedy,
31221,10,2.05,4.0,Elektra (2005),Action|Adventure|Crime|Drama,
4167,10,3.0,5.0,15 Minutes (2001),Thriller,
2513,10,2.85,5.0,Pet Sematary (1989),Horror,
2875,10,2.95,4.0,Sommersby (1993),Drama|Mystery|Romance,
2097,10,2.9,5.0,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,carnival Ray Bradbury
5296,10,2.9,4.0,"Sweetest Thing, The (2002)",Comedy|Romance,
3707,10,2.7,4.0,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,
83613,9,3.0,4.0,Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX,
358,9,2.67,3.0,Higher Learning (1995),Drama,
6615,9,2.33,4.0,Freddy vs. Jason (2003),Action|Horror|Thriller,
2372,9,2.22,5.0,Fletch Lives (1989),Comedy,
2373,9,2.28,4.0,Red Sonja (1985),Action|Adventure|Fantasy,
2408,9,2.33,3.0,Cocoon: The Return (1988),Comedy|Sci-Fi,
2456,9,2.28,4.0,"Fly II, The (1989)",Horror|Sci-Fi,
43936,9,3.0,4.0,16 Blocks (2006),Crime|Thriller,
135861,9,2.78,5.0,Ted 2 (2015),Comedy,
66,9,2.5,4.0,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,
437,9,2.17,3.0,Cops and Robbersons (1994),Comedy,
43679,9,2.83,4.0,Final Destination 3 (2006),Horror|Mystery|Thriller,
312,9,1.44,3.0,Stuart Saves His Family (1995),Comedy,
50601,9,2.78,4.0,Bridge to Terabithia (2007),Adventure|Children|Fantasy,
47122,9,2.72,4.0,John Tucker Must Die (2006),Comedy|Romance,
45730,9,2.83,3.5,Lady in the Water (2006),Drama|Fantasy|Mystery,bad disappointing faerie tale fairy tale far fetched M. Night Shyamalan Paul Giamatti
95720,9,3.0,4.0,"Watch, The (2012)",Comedy|Sci-Fi,
829,9,2.67,4.0,Joe's Apartment (1996),Comedy|Fantasy|Musical,
2389,9,1.89,3.5,Psycho (1998),Crime|Horror|Thriller,
2531,9,2.78,5.0,Battle for the Planet of the Apes (1973),Action|Sci-Fi,
3991,9,2.78,4.5,102 Dalmatians (2000),Children|Comedy,
4989,9,2.94,5.0,How High (2001),Comedy,
2236,9,3.0,4.0,Simon Birch (1998),Drama,
5093,9,2.78,4.0,Collateral Damage (2002),Action|Thriller,
2320,9,3.0,4.5,Apt Pupil (1998),Drama|Thriller,
2262,9,3.0,4.0,About Last Night... (1986),Comedy|Drama|Romance,
4732,9,1.89,3.0,Bubble Boy (2001),Comedy,
809,9,2.33,4.0,Fled (1996),Action|Adventure,
2806,9,2.33,5.0,Teaching Mrs. Tingle (1999),Comedy|Thriller,
1390,9,2.67,4.0,My Fellow Americans (1996),Comedy,
688,9,2.33,4.0,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,
3877,9,2.22,5.0,Supergirl (1984),Action|Adventure|Fantasy,superhero
72407,9,2.67,4.0,"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller,
2558,9,2.33,4.0,Forces of Nature (1999),Comedy|Romance,
6238,9,2.83,4.0,Green Card (1990),Comedy|Drama|Romance,immigrants
1862,9,1.94,3.0,Species II (1998),Horror|Sci-Fi,
8666,9,1.33,2.0,Catwoman (2004),Action|Crime|Fantasy,
120799,9,2.5,4.0,Terminator Genisys (2015),Action|Adventure|Sci-Fi|Thriller,
67197,9,2.83,3.5,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,
2034,9,2.61,4.0,"Black Hole, The (1979)",Children|Sci-Fi,
5247,9,2.72,4.0,Smokey and the Bandit (1977),Action|Comedy,
5784,9,2.5,4.0,Ghost Ship (2002),Horror,
3754,9,2.22,4.0,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,
5363,9,2.5,3.5,"New Guy, The (2002)",Comedy,
5401,9,1.83,3.5,Undercover Brother (2002),Comedy,
2027,9,1.83,3.0,Jane Austen's Mafia! (1998),Comedy|Crime,
2860,9,2.61,3.5,Blue Streak (1999),Comedy,
93,9,2.83,4.0,Vampire in Brooklyn (1995),Comedy|Horror|Romance,
87485,9,2.89,5.0,Bad Teacher (2011),Comedy,
2747,9,3.0,4.0,"Little Shop of Horrors, The (1960)",Comedy|Horror,
160438,9,2.72,5.0,Jason Bourne (2016),Action,
305,9,2.83,5.0,Ready to Wear (Pret-A-Porter) (1994),Comedy,
3444,9,2.94,4.5,Bloodsport (1988),Action,
3385,8,2.81,5.0,Volunteers (1985),Comedy,Peace Corp
4133,8,2.56,3.5,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,
2473,8,2.56,3.0,Soul Man (1986),Comedy,
4132,8,2.62,4.0,Mannequin (1987),Comedy|Romance,
32598,8,2.94,4.0,Fever Pitch (2005),Comedy|Romance,
5420,8,2.88,5.0,Windtalkers (2002),Action|Drama|War,
92,8,2.62,4.0,Mary Reilly (1996),Drama|Horror|Thriller,Jekyll and Hyde
8,8,2.88,5.0,Tom and Huck (1995),Adventure|Children,
143859,8,2.81,4.0,"Hail, Caesar! (2016)",Comedy,
3054,8,2.31,3.5,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,
32296,8,2.25,3.5,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime,
2162,8,2.5,3.5,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,
30894,8,2.5,4.0,White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller,
1461,8,2.31,4.0,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,
3706,8,3.0,4.0,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,
2668,8,2.94,4.0,Swamp Thing (1982),Horror|Sci-Fi,
5309,8,2.56,4.5,Three Men and a Little Lady (1990),Comedy|Romance,
5553,8,3.0,4.0,Stakeout (1987),Comedy|Crime|Romance|Thriller,
5582,8,2.69,4.0,Captain Ron (1992),Adventure|Comedy,
68205,8,2.94,4.0,Crank: High Voltage (2009),Action|Comedy|Crime,
3649,8,2.69,4.0,American Gigolo (1980),Drama,
177,8,2.75,4.0,Lord of Illusions (1995),Horror,
70336,8,2.62,3.5,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,
544,8,2.44,3.0,Striking Distance (1993),Action|Crime,
558,8,2.94,4.0,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,
32019,8,2.44,4.0,Be Cool (2005),Comedy|Crime|Musical,
3693,8,2.12,3.5,"Toxic Avenger, The (1985)",Comedy|Horror,
3705,8,2.31,3.0,Bird on a Wire (1990),Action|Comedy|Romance,
2752,8,2.81,4.0,Outrageous Fortune (1987),Comedy|Mystery,
5323,8,1.19,3.0,Jason X (2002),Horror|Sci-Fi|Thriller,
